[ 5913.454883] TCP: my_cca: seq=1 cwnd=10 rtt=191 bytes_acked=1448 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:34706
[ 5949.003098] TCP: my_cca: seq=414321 cwnd=3 rtt=107 bytes_acked=1049708860 bytes_sent=1202532228 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.003722] TCP: my_cca: seq=414328 cwnd=6 rtt=271 bytes_acked=1049726236 bytes_sent=1202553948 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.004028] TCP: my_cca: seq=414331 cwnd=3 rtt=119 bytes_acked=1049734924 bytes_sent=1202561188 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.004597] TCP: my_cca: seq=414338 cwnd=6 rtt=232 bytes_acked=1049752300 bytes_sent=1202585804 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.004841] TCP: my_cca: seq=414341 cwnd=3 rtt=107 bytes_acked=1049760988 bytes_sent=1202593044 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.005468] TCP: my_cca: seq=414348 cwnd=6 rtt=277 bytes_acked=1049778364 bytes_sent=1202614764 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.005727] TCP: my_cca: seq=414351 cwnd=3 rtt=108 bytes_acked=1049787052 bytes_sent=1202622004 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.006339] TCP: my_cca: seq=414357 cwnd=6 rtt=269 bytes_acked=1049804428 bytes_sent=1202643724 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.006597] TCP: my_cca: seq=414360 cwnd=3 rtt=111 bytes_acked=1049813116 bytes_sent=1202650964 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.007208] TCP: my_cca: seq=414367 cwnd=6 rtt=266 bytes_acked=1049830492 bytes_sent=1202672684 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.007459] TCP: my_cca: seq=414370 cwnd=3 rtt=108 bytes_acked=1049839180 bytes_sent=1202679924 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.008082] TCP: my_cca: seq=414377 cwnd=6 rtt=272 bytes_acked=1049856556 bytes_sent=1202701644 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.008333] TCP: my_cca: seq=414380 cwnd=3 rtt=107 bytes_acked=1049865244 bytes_sent=1202708884 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.008956] TCP: my_cca: seq=414387 cwnd=6 rtt=275 bytes_acked=1049882620 bytes_sent=1202730604 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.009214] TCP: my_cca: seq=414390 cwnd=3 rtt=113 bytes_acked=1049891308 bytes_sent=1202737844 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.009826] TCP: my_cca: seq=414397 cwnd=6 rtt=266 bytes_acked=1049908684 bytes_sent=1202759564 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.010114] TCP: my_cca: seq=414400 cwnd=3 rtt=105 bytes_acked=1049917372 bytes_sent=1202766804 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.010705] TCP: my_cca: seq=414407 cwnd=6 rtt=256 bytes_acked=1049934748 bytes_sent=1202791420 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.010894] TCP: my_cca: seq=414410 cwnd=3 rtt=103 bytes_acked=1049941988 bytes_sent=1202797212 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.011916] TCP: my_cca: seq=414419 cwnd=7 rtt=263 bytes_acked=1049972396 bytes_sent=1202833412 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.012307] TCP: my_cca: seq=414422 cwnd=3 rtt=107 bytes_acked=1049982532 bytes_sent=1202840652 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.013167] TCP: my_cca: seq=414431 cwnd=7 rtt=240 bytes_acked=1050008596 bytes_sent=1202871060 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.013423] TCP: my_cca: seq=414434 cwnd=3 rtt=103 bytes_acked=1050017284 bytes_sent=1202878300 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.013888] TCP: my_cca: seq=414441 cwnd=6 rtt=138 bytes_acked=1050033212 bytes_sent=1202900020 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.014263] TCP: my_cca: seq=414445 cwnd=3 rtt=125 bytes_acked=1050041900 bytes_sent=1202907260 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.014920] TCP: my_cca: seq=414453 cwnd=6 rtt=205 bytes_acked=1050062172 bytes_sent=1202930428 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.015120] TCP: my_cca: seq=414456 cwnd=3 rtt=114 bytes_acked=1050067964 bytes_sent=1202937668 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.015651] TCP: my_cca: seq=414463 cwnd=6 rtt=198 bytes_acked=1050085340 bytes_sent=1202959388 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.015957] TCP: my_cca: seq=414467 cwnd=3 rtt=128 bytes_acked=1050094028 bytes_sent=1202966628 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.016541] TCP: my_cca: seq=414475 cwnd=6 rtt=189 bytes_acked=1050111404 bytes_sent=1202988348 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.016848] TCP: my_cca: seq=414478 cwnd=3 rtt=125 bytes_acked=1050120092 bytes_sent=1202995588 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.017538] TCP: my_cca: seq=414486 cwnd=6 rtt=207 bytes_acked=1050140364 bytes_sent=1203018756 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.017747] TCP: my_cca: seq=414489 cwnd=3 rtt=122 bytes_acked=1050146156 bytes_sent=1203025996 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.018408] TCP: my_cca: seq=414496 cwnd=6 rtt=197 bytes_acked=1050166428 bytes_sent=1203053508 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.018611] TCP: my_cca: seq=414499 cwnd=3 rtt=117 bytes_acked=1050172220 bytes_sent=1203060748 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.018700] TCP: my_cca: seq=414500 cwnd=4 rtt=103 bytes_acked=1050175116 bytes_sent=1203062196 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.019278] TCP: my_cca: seq=414506 cwnd=6 rtt=206 bytes_acked=1050192492 bytes_sent=1203083916 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.019484] TCP: my_cca: seq=414509 cwnd=3 rtt=115 bytes_acked=1050198284 bytes_sent=1203091156 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.020155] TCP: my_cca: seq=414516 cwnd=6 rtt=210 bytes_acked=1050218556 bytes_sent=1203123012 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.020340] TCP: my_cca: seq=414519 cwnd=3 rtt=300 bytes_acked=1050224348 bytes_sent=1203125908 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.020898] TCP: my_cca: seq=414527 cwnd=6 rtt=188 bytes_acked=1050241724 bytes_sent=1203147628 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.021171] TCP: my_cca: seq=414531 cwnd=3 rtt=111 bytes_acked=1050250412 bytes_sent=1203153420 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.021731] TCP: my_cca: seq=414539 cwnd=6 rtt=120 bytes_acked=1050267788 bytes_sent=1203176588 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.022057] TCP: my_cca: seq=414543 cwnd=3 rtt=129 bytes_acked=1050276476 bytes_sent=1203183828 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.022773] TCP: my_cca: seq=414551 cwnd=6 rtt=209 bytes_acked=1050296748 bytes_sent=1203211340 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.022998] TCP: my_cca: seq=414554 cwnd=3 rtt=131 bytes_acked=1050302540 bytes_sent=1203218580 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.023490] TCP: my_cca: seq=414562 cwnd=6 rtt=165 bytes_acked=1050319916 bytes_sent=1203240300 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.023798] TCP: my_cca: seq=414566 cwnd=3 rtt=124 bytes_acked=1050328604 bytes_sent=1203247540 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.024513] TCP: my_cca: seq=414573 cwnd=6 rtt=202 bytes_acked=1050348876 bytes_sent=1203279396 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.024689] TCP: my_cca: seq=414576 cwnd=3 rtt=293 bytes_acked=1050354668 bytes_sent=1203280844 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.025253] TCP: my_cca: seq=414584 cwnd=6 rtt=185 bytes_acked=1050372044 bytes_sent=1203304012 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.025534] TCP: my_cca: seq=414588 cwnd=3 rtt=116 bytes_acked=1050380732 bytes_sent=1203309804 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.026149] TCP: my_cca: seq=414596 cwnd=6 rtt=145 bytes_acked=1050398108 bytes_sent=1203335868 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.026468] TCP: my_cca: seq=414600 cwnd=3 rtt=123 bytes_acked=1050406796 bytes_sent=1203343108 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.027131] TCP: my_cca: seq=414608 cwnd=6 rtt=207 bytes_acked=1050427068 bytes_sent=1203366276 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.027338] TCP: my_cca: seq=414611 cwnd=3 rtt=121 bytes_acked=1050432860 bytes_sent=1203373516 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.027870] TCP: my_cca: seq=414618 cwnd=6 rtt=156 bytes_acked=1050450236 bytes_sent=1203395236 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.028139] TCP: my_cca: seq=414621 cwnd=3 rtt=100 bytes_acked=1050458924 bytes_sent=1203401028 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.028667] TCP: my_cca: seq=414627 cwnd=6 rtt=221 bytes_acked=1050473404 bytes_sent=1203419852 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.028910] TCP: my_cca: seq=414631 cwnd=3 rtt=105 bytes_acked=1050482092 bytes_sent=1203427092 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.029637] TCP: my_cca: seq=414637 cwnd=6 rtt=236 bytes_acked=1050499468 bytes_sent=1203451708 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.029846] TCP: my_cca: seq=414640 cwnd=3 rtt=113 bytes_acked=1050508156 bytes_sent=1203456052 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.030471] TCP: my_cca: seq=414647 cwnd=6 rtt=203 bytes_acked=1050526980 bytes_sent=1203479220 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.030679] TCP: my_cca: seq=414650 cwnd=3 rtt=120 bytes_acked=1050532772 bytes_sent=1203486460 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.031344] TCP: my_cca: seq=414657 cwnd=6 rtt=201 bytes_acked=1050553044 bytes_sent=1203513972 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.031556] TCP: my_cca: seq=414660 cwnd=3 rtt=124 bytes_acked=1050558836 bytes_sent=1203521212 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.032224] TCP: my_cca: seq=414667 cwnd=6 rtt=211 bytes_acked=1050579108 bytes_sent=1203544380 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.032430] TCP: my_cca: seq=414670 cwnd=3 rtt=120 bytes_acked=1050584900 bytes_sent=1203551620 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.033087] TCP: my_cca: seq=414678 cwnd=6 rtt=199 bytes_acked=1050605172 bytes_sent=1203579132 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.033284] TCP: my_cca: seq=414681 cwnd=3 rtt=113 bytes_acked=1050610964 bytes_sent=1203586372 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.033962] TCP: my_cca: seq=414688 cwnd=6 rtt=205 bytes_acked=1050631236 bytes_sent=1203609540 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.034233] TCP: my_cca: seq=414691 cwnd=3 rtt=183 bytes_acked=1050637028 bytes_sent=1203616780 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.034712] TCP: my_cca: seq=414698 cwnd=6 rtt=114 bytes_acked=1050654404 bytes_sent=1203638500 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.034865] TCP: my_cca: seq=414700 cwnd=3 rtt=228 bytes_acked=1050658748 bytes_sent=1203639948 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.035025] TCP: my_cca: seq=414702 cwnd=3 rtt=116 bytes_acked=1050663092 bytes_sent=1203645740 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.035706] TCP: my_cca: seq=414710 cwnd=6 rtt=207 bytes_acked=1050683364 bytes_sent=1203668908 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.035921] TCP: my_cca: seq=414713 cwnd=3 rtt=130 bytes_acked=1050689156 bytes_sent=1203676148 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.036577] TCP: my_cca: seq=414720 cwnd=6 rtt=208 bytes_acked=1050709428 bytes_sent=1203699316 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.036778] TCP: my_cca: seq=414723 cwnd=3 rtt=115 bytes_acked=1050715220 bytes_sent=1203706556 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.037454] TCP: my_cca: seq=414730 cwnd=6 rtt=214 bytes_acked=1050735492 bytes_sent=1203729724 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.037666] TCP: my_cca: seq=414733 cwnd=3 rtt=120 bytes_acked=1050741284 bytes_sent=1203736964 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.039712] TCP: my_cca: seq=414753 cwnd=7 rtt=188 bytes_acked=1050803548 bytes_sent=1203802124 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.039971] TCP: my_cca: seq=414757 cwnd=3 rtt=121 bytes_acked=1050812236 bytes_sent=1203809364 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.040638] TCP: my_cca: seq=414764 cwnd=6 rtt=263 bytes_acked=1050829612 bytes_sent=1203831084 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.040887] TCP: my_cca: seq=414767 cwnd=3 rtt=102 bytes_acked=1050838300 bytes_sent=1203838324 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.041514] TCP: my_cca: seq=414773 cwnd=6 rtt=287 bytes_acked=1050855676 bytes_sent=1203860044 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.041772] TCP: my_cca: seq=414776 cwnd=3 rtt=107 bytes_acked=1050864364 bytes_sent=1203867284 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.042374] TCP: my_cca: seq=414782 cwnd=6 rtt=255 bytes_acked=1050881740 bytes_sent=1203889004 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.042626] TCP: my_cca: seq=414785 cwnd=3 rtt=104 bytes_acked=1050890428 bytes_sent=1203896244 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.043250] TCP: my_cca: seq=414792 cwnd=6 rtt=272 bytes_acked=1050907804 bytes_sent=1203917964 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.043496] TCP: my_cca: seq=414795 cwnd=3 rtt=101 bytes_acked=1050916492 bytes_sent=1203925204 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.043836] TCP: my_cca: seq=414800 cwnd=5 rtt=123 bytes_acked=1050928076 bytes_sent=1203939684 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.044123] TCP: my_cca: seq=414802 cwnd=6 rtt=280 bytes_acked=1050933868 bytes_sent=1203946924 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.044369] TCP: my_cca: seq=414805 cwnd=3 rtt=102 bytes_acked=1050942556 bytes_sent=1203954164 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.044991] TCP: my_cca: seq=414812 cwnd=6 rtt=274 bytes_acked=1050959932 bytes_sent=1203975884 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.045235] TCP: my_cca: seq=414815 cwnd=3 rtt=99 bytes_acked=1050968620 bytes_sent=1203983124 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.045866] TCP: my_cca: seq=414822 cwnd=6 rtt=263 bytes_acked=1050985996 bytes_sent=1204004844 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.046113] TCP: my_cca: seq=414825 cwnd=3 rtt=101 bytes_acked=1050994684 bytes_sent=1204012084 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.046738] TCP: my_cca: seq=414832 cwnd=6 rtt=277 bytes_acked=1051012060 bytes_sent=1204033804 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.046990] TCP: my_cca: seq=414835 cwnd=3 rtt=105 bytes_acked=1051020748 bytes_sent=1204041044 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.047612] TCP: my_cca: seq=414842 cwnd=6 rtt=270 bytes_acked=1051038124 bytes_sent=1204062764 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.047882] TCP: my_cca: seq=414845 cwnd=3 rtt=101 bytes_acked=1051046812 bytes_sent=1204070004 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.048478] TCP: my_cca: seq=414851 cwnd=6 rtt=225 bytes_acked=1051064188 bytes_sent=1204091724 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.048683] TCP: my_cca: seq=414854 cwnd=3 rtt=119 bytes_acked=1051071428 bytes_sent=1204098964 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.049231] TCP: my_cca: seq=414862 cwnd=6 rtt=200 bytes_acked=1051088804 bytes_sent=1204123580 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.049522] TCP: my_cca: seq=414866 cwnd=3 rtt=127 bytes_acked=1051097492 bytes_sent=1204129372 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.050070] TCP: my_cca: seq=414874 cwnd=6 rtt=133 bytes_acked=1051114868 bytes_sent=1204152540 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.050441] TCP: my_cca: seq=414878 cwnd=3 rtt=116 bytes_acked=1051123556 bytes_sent=1204158332 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.050943] TCP: my_cca: seq=414886 cwnd=6 rtt=133 bytes_acked=1051140932 bytes_sent=1204181500 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.051312] TCP: my_cca: seq=414890 cwnd=3 rtt=116 bytes_acked=1051149620 bytes_sent=1204188740 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.051969] TCP: my_cca: seq=414898 cwnd=6 rtt=245 bytes_acked=1051168444 bytes_sent=1204210460 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.052103] TCP: my_cca: seq=414900 cwnd=3 rtt=93 bytes_acked=1051174236 bytes_sent=1204214804 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.052214] TCP: my_cca: seq=414901 cwnd=3 rtt=101 bytes_acked=1051177132 bytes_sent=1204217700 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.052839] TCP: my_cca: seq=414908 cwnd=6 rtt=266 bytes_acked=1051194508 bytes_sent=1204239420 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.053086] TCP: my_cca: seq=414911 cwnd=3 rtt=102 bytes_acked=1051203196 bytes_sent=1204246660 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.053715] TCP: my_cca: seq=414918 cwnd=6 rtt=266 bytes_acked=1051220572 bytes_sent=1204268380 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.053968] TCP: my_cca: seq=414921 cwnd=3 rtt=107 bytes_acked=1051229260 bytes_sent=1204275620 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.054588] TCP: my_cca: seq=414928 cwnd=6 rtt=276 bytes_acked=1051246636 bytes_sent=1204297340 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.054837] TCP: my_cca: seq=414931 cwnd=3 rtt=105 bytes_acked=1051255324 bytes_sent=1204304580 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.055460] TCP: my_cca: seq=414938 cwnd=6 rtt=278 bytes_acked=1051272700 bytes_sent=1204326300 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.055715] TCP: my_cca: seq=414941 cwnd=3 rtt=104 bytes_acked=1051281388 bytes_sent=1204333540 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.056338] TCP: my_cca: seq=414948 cwnd=6 rtt=287 bytes_acked=1051298764 bytes_sent=1204355260 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.056597] TCP: my_cca: seq=414951 cwnd=3 rtt=112 bytes_acked=1051307452 bytes_sent=1204362500 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.057204] TCP: my_cca: seq=414958 cwnd=6 rtt=281 bytes_acked=1051324828 bytes_sent=1204384220 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.057459] TCP: my_cca: seq=414961 cwnd=3 rtt=107 bytes_acked=1051333516 bytes_sent=1204391460 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.058075] TCP: my_cca: seq=414967 cwnd=6 rtt=277 bytes_acked=1051350892 bytes_sent=1204413180 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.058348] TCP: my_cca: seq=414970 cwnd=3 rtt=104 bytes_acked=1051359580 bytes_sent=1204420420 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.058949] TCP: my_cca: seq=414977 cwnd=6 rtt=255 bytes_acked=1051376956 bytes_sent=1204442140 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.059150] TCP: my_cca: seq=414980 cwnd=3 rtt=112 bytes_acked=1051384196 bytes_sent=1204447932 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.059680] TCP: my_cca: seq=414988 cwnd=6 rtt=148 bytes_acked=1051401572 bytes_sent=1204471100 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.060039] TCP: my_cca: seq=414992 cwnd=3 rtt=118 bytes_acked=1051410260 bytes_sent=1204478340 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.060705] TCP: my_cca: seq=414999 cwnd=6 rtt=209 bytes_acked=1051430532 bytes_sent=1204501508 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.060739] TCP: my_cca: seq=415000 cwnd=3 rtt=241 bytes_acked=1051431980 bytes_sent=1204502956 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.060907] TCP: my_cca: seq=415002 cwnd=3 rtt=115 bytes_acked=1051436324 bytes_sent=1204508748 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.061456] TCP: my_cca: seq=415010 cwnd=6 rtt=216 bytes_acked=1051453700 bytes_sent=1204530468 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.061781] TCP: my_cca: seq=415014 cwnd=3 rtt=118 bytes_acked=1051462388 bytes_sent=1204537708 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.062263] TCP: my_cca: seq=415020 cwnd=6 rtt=215 bytes_acked=1051478316 bytes_sent=1204556532 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.062484] TCP: my_cca: seq=415022 cwnd=3 rtt=106 bytes_acked=1051484108 bytes_sent=1204562324 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.062969] TCP: my_cca: seq=415028 cwnd=6 rtt=211 bytes_acked=1051498588 bytes_sent=1204581148 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.063226] TCP: my_cca: seq=415031 cwnd=3 rtt=107 bytes_acked=1051507276 bytes_sent=1204588388 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.063893] TCP: my_cca: seq=415037 cwnd=6 rtt=282 bytes_acked=1051524652 bytes_sent=1204610108 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.064181] TCP: my_cca: seq=415040 cwnd=3 rtt=102 bytes_acked=1051533340 bytes_sent=1204617348 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.064918] TCP: my_cca: seq=415049 cwnd=6 rtt=203 bytes_acked=1051556508 bytes_sent=1204644860 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.065118] TCP: my_cca: seq=415052 cwnd=3 rtt=114 bytes_acked=1051562300 bytes_sent=1204652100 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.065794] TCP: my_cca: seq=415060 cwnd=6 rtt=201 bytes_acked=1051582572 bytes_sent=1204679612 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.066003] TCP: my_cca: seq=415063 cwnd=3 rtt=123 bytes_acked=1051588364 bytes_sent=1204686852 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.066663] TCP: my_cca: seq=415070 cwnd=6 rtt=208 bytes_acked=1051608636 bytes_sent=1204710020 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.066865] TCP: my_cca: seq=415073 cwnd=3 rtt=116 bytes_acked=1051614428 bytes_sent=1204717260 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.067532] TCP: my_cca: seq=415081 cwnd=6 rtt=205 bytes_acked=1051634700 bytes_sent=1204740428 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.067736] TCP: my_cca: seq=415084 cwnd=3 rtt=119 bytes_acked=1051640492 bytes_sent=1204747668 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.068405] TCP: my_cca: seq=415091 cwnd=6 rtt=203 bytes_acked=1051660764 bytes_sent=1204788212 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.068586] TCP: my_cca: seq=415094 cwnd=3 rtt=293 bytes_acked=1051666556 bytes_sent=1204789660 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.069071] TCP: my_cca: seq=415100 cwnd=5 rtt=180 bytes_acked=1051681036 bytes_sent=1204805588 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.069277] TCP: my_cca: seq=415102 cwnd=6 rtt=201 bytes_acked=1051686828 bytes_sent=1204814276 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.069488] TCP: my_cca: seq=415105 cwnd=3 rtt=125 bytes_acked=1051692620 bytes_sent=1204821516 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.070152] TCP: my_cca: seq=415112 cwnd=6 rtt=201 bytes_acked=1051712892 bytes_sent=1204849028 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.070355] TCP: my_cca: seq=415115 cwnd=3 rtt=116 bytes_acked=1051718684 bytes_sent=1204856268 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.071025] TCP: my_cca: seq=415122 cwnd=6 rtt=205 bytes_acked=1051738956 bytes_sent=1204879436 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5949.071233] TCP: my_cca: seq=415125 cwnd=3 rtt=121 bytes_acked=1051744748 bytes_sent=1204886676 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5949.071753] TCP: my_cca: seq=415132 cwnd=6 rtt=193 bytes_acked=1051762124 bytes_sent=1204908396 phase=loss_recovery Destination: 192.168.88.253:34706
